chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
J02459.1	13278	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	13294	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	13320	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	13323	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	13337	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	13357	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	13368	+	CG	0.800	10.00	8	18	10	18	0.490	0.943
J02459.1	13371	+	CG	0.800	10.00	8	18	10	18	0.490	0.943
J02459.1	13373	+	CG	0.800	10.00	8	18	10	18	0.490	0.943
J02459.1	13388	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	13402	+	CG	1.000	10.00	10	20	10	20	0.722	1.000
J02459.1	13441	+	CG	1.000	12.00	12	24	12	24	0.757	1.000
J02459.1	13468	+	CG	1.000	10.00	10	20	10	20	0.722	1.000
J02459.1	13472	+	CG	1.000	10.00	10	20	10	20	0.722	1.000
J02459.1	13481	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	13488	+	CG	1.000	10.00	10	20	10	20	0.722	1.000
J02459.1	13506	+	CG	1.000	10.00	10	20	10	20	0.722	1.000
J02459.1	13521	+	CG	1.000	10.00	10	20	10	20	0.722	1.000
J02459.1	13531	+	CG	1.000	16.00	16	32	16	32	0.806	1.000
J02459.1	13557	+	CG	0.929	14.00	13	27	14	27	0.685	0.987
J02459.1	13571	+	CG	0.929	14.00	13	27	14	27	0.685	0.987
J02459.1	13588	+	CG	0.929	14.00	13	27	14	27	0.685	0.987
J02459.1	13601	+	CG	0.929	14.00	13	27	14	27	0.685	0.987
J02459.1	13620	+	CG	0.812	16.00	13	29	16	29	0.570	0.934
J02459.1	13652	+	CG	0.750	12.00	9	21	12	21	0.468	0.911
J02459.1	13654	+	CG	0.692	13.00	9	22	13	22	0.424	0.873
J02459.1	13661	+	CG	0.643	14.00	9	23	14	23	0.388	0.837
J02459.1	13667	+	CG	0.500	14.00	7	21	14	21	0.268	0.732
J02459.1	13683	+	CG	0.125	8.00	1	9	8	9	0.022	0.471
J02459.1	13695	+	CG	0.100	10.00	1	11	10	11	0.018	0.404
J02459.1	13703	+	CG	0.100	10.00	1	10	9	9	0.018	0.404
J02459.1	13725	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	13728	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	13733	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	13741	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	13744	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	13755	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	13759	+	CG	0.000	9.00	0	9	9	9	0.000	0.299
J02459.1	13772	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	13782	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	13788	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	13800	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	13803	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	13808	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	13828	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	13834	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	13851	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	13860	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	13862	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	13889	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	13892	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	13895	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	13901	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	13908	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	13919	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	13924	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	13960	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	13962	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	13968	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	13974	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	13983	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	13988	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	13995	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	13997	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	14018	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	14022	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	14030	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	14058	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	14071	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	14079	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	14082	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	14094	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	14120	+	CG	0.286	7.00	2	9	7	9	0.082	0.641
J02459.1	14152	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	14161	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	14165	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	14169	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	14172	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	14179	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	14185	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	14191	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	14195	+	CG	0.000	9.00	0	9	9	9	0.000	0.299
J02459.1	14201	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	14212	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	14215	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	14240	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	14252	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	14260	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	14273	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	14280	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	14283	+	CG	0.400	5.00	2	7	5	7	0.118	0.769
J02459.1	14325	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	14344	+	CG	1.000	4.00	4	8	4	8	0.510	1.000
J02459.1	14371	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	14375	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	14378	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	14403	+	CG	0.400	10.00	4	14	10	14	0.168	0.687
J02459.1	14420	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	14427	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	14441	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	14451	+	CG	0.183	10.91	2	12	10	11	0.052	0.480
J02459.1	14461	+	CG	0.100	10.00	1	11	10	11	0.018	0.404
J02459.1	14465	+	CG	0.100	10.00	1	11	10	11	0.018	0.404
J02459.1	14468	+	CG	0.100	10.00	1	11	10	11	0.018	0.404
J02459.1	14479	+	CG	0.100	10.00	1	11	10	11	0.018	0.404
J02459.1	14487	+	CG	0.100	10.00	1	11	10	11	0.018	0.404
J02459.1	14507	+	CG	0.250	12.00	3	15	12	15	0.089	0.532
J02459.1	14526	+	CG	0.300	10.00	3	13	10	13	0.108	0.603
J02459.1	14541	+	CG	0.300	10.00	3	13	10	13	0.108	0.603
J02459.1	14552	+	CG	0.500	6.00	3	9	6	9	0.188	0.812
J02459.1	14570	+	CG	0.300	10.00	3	13	10	13	0.108	0.603
J02459.1	14575	+	CG	0.333	9.00	3	12	9	12	0.121	0.646
J02459.1	14607	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	14610	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	14628	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	14637	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	14646	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	14650	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	14685	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	14692	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	14695	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	14707	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	14710	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	14713	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	14716	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	14753	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	14767	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	14780	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	14783	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	14801	+	CG	0.000	9.00	0	9	9	9	0.000	0.299
J02459.1	14807	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	14816	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	14818	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	14832	+	CG	0.000	7.00	0	7	7	7	0.000	0.354
J02459.1	14845	+	CG	0.000	9.00	0	9	9	9	0.000	0.299
J02459.1	14854	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	14857	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	14862	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	14869	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	14879	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	14896	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	14918	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	14921	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	14926	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	14940	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	14943	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	14959	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	14967	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	14971	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	14976	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	14984	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	14988	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	14996	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	14999	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	15027	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	15054	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15057	+	CG	0.714	7.00	5	12	7	12	0.359	0.918
J02459.1	15075	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	15102	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	15111	+	CG	1.000	10.00	10	20	10	20	0.722	1.000
J02459.1	15126	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	15129	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	15168	+	CG	1.000	10.00	10	20	10	20	0.722	1.000
J02459.1	15180	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	15198	+	CG	1.000	10.00	10	20	10	20	0.722	1.000
J02459.1	15216	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	15227	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	15242	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	15259	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	15272	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	15279	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	15351	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15361	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	15363	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	15373	+	CG	0.600	10.00	6	16	10	16	0.313	0.832
J02459.1	15375	+	CG	0.600	10.00	6	16	10	16	0.313	0.832
J02459.1	15398	+	CG	0.600	10.00	6	16	10	16	0.313	0.832
J02459.1	15405	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	15414	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	15439	+	CG	0.600	10.00	6	16	10	16	0.313	0.832
J02459.1	15467	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	15473	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	15477	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	15497	+	CG	0.714	7.00	5	12	7	12	0.359	0.918
J02459.1	15536	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15538	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15540	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15545	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15566	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15585	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15597	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15605	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15617	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15636	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15653	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15656	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15690	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15698	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15709	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	15734	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	15737	+	CG	0.400	5.00	2	7	5	7	0.118	0.769
J02459.1	15756	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	15762	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	15767	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	15779	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	15797	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	15800	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	15808	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	15818	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	15831	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	15835	+	CG	0.111	9.00	1	10	9	10	0.020	0.435
J02459.1	15841	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	15852	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	15899	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	15902	+	CG	0.167	12.00	2	14	12	14	0.047	0.448
J02459.1	15910	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	15931	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	15936	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	15950	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	15986	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	16001	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	16022	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	16025	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	16027	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	16031	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	16042	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	16048	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	16058	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	16061	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	16094	+	CG	0.000	7.00	0	7	7	7	0.000	0.354
J02459.1	16103	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	16122	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	16142	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	16148	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	16158	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	16161	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	16175	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	16185	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16204	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	16219	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16221	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16225	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	16241	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	16244	+	CG	0.000	11.00	0	11	11	11	0.000	0.259
J02459.1	16256	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16262	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	16264	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	16275	+	CG	0.071	14.00	1	14	13	13	0.013	0.315
J02459.1	16287	+	CG	0.071	14.00	1	15	14	15	0.013	0.315
J02459.1	16292	+	CG	0.071	14.00	1	15	14	15	0.013	0.315
J02459.1	16301	+	CG	0.071	14.00	1	15	14	15	0.013	0.315
J02459.1	16352	+	CG	0.100	10.00	1	11	10	11	0.018	0.404
J02459.1	16354	+	CG	0.100	10.00	1	11	10	11	0.018	0.404
J02459.1	16359	+	CG	0.091	11.00	1	12	11	12	0.016	0.377
J02459.1	16372	+	CG	0.083	12.00	1	13	12	13	0.015	0.354
J02459.1	16382	+	CG	0.100	10.00	1	11	10	11	0.018	0.404
J02459.1	16385	+	CG	0.100	10.00	1	11	10	11	0.018	0.404
J02459.1	16403	+	CG	0.083	12.00	1	13	12	13	0.015	0.354
J02459.1	16416	+	CG	0.100	10.00	1	11	10	11	0.018	0.404
J02459.1	16428	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	16442	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	16446	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	16455	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	16460	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	16466	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16468	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16484	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	16501	+	CG	0.000	11.00	0	11	11	11	0.000	0.259
J02459.1	16508	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16524	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	16535	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	16538	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	16543	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	16553	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	16563	+	CG	0.000	7.00	0	7	7	7	0.000	0.354
J02459.1	16571	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	16577	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	16581	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	16591	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16595	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16598	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16607	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	16621	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	16640	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	16650	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	16652	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	16655	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	16660	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	16674	+	CG	0.000	16.00	0	16	16	16	0.000	0.194
J02459.1	16687	+	CG	0.062	16.00	1	17	16	17	0.011	0.283
J02459.1	16698	+	CG	0.062	16.00	1	17	16	17	0.011	0.283
J02459.1	16721	+	CG	0.071	14.00	1	15	14	15	0.013	0.315
J02459.1	16728	+	CG	0.125	15.94	2	17	15	16	0.035	0.361
J02459.1	16739	+	CG	0.125	16.00	2	18	16	18	0.035	0.360
J02459.1	16742	+	CG	0.143	14.00	2	16	14	16	0.040	0.399
J02459.1	16763	+	CG	0.143	14.00	2	16	14	16	0.040	0.399
J02459.1	16777	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	16782	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	16786	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	16796	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	16825	+	CG	0.202	9.90	2	11	9	10	0.057	0.513
J02459.1	16840	+	CG	0.100	10.00	1	11	10	11	0.018	0.404
J02459.1	16842	+	CG	0.100	10.00	1	11	10	11	0.018	0.404
J02459.1	16845	+	CG	0.100	10.00	1	11	10	11	0.018	0.404
J02459.1	16880	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16887	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16899	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16902	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16905	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16918	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	16928	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16932	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	16950	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	16965	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	16977	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	16984	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	16994	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	17011	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	17015	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	17021	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	17025	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	17029	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	17039	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	17052	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	17058	+	CG	0.000	5.00	0	5	5	5	-0.000	0.434
J02459.1	17060	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	17079	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	17093	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	17100	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	17115	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	17121	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	17124	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	17127	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	17146	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	17157	+	CG	0.000	7.00	0	7	7	7	0.000	0.354
J02459.1	17175	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	17195	+	CG	0.000	11.00	0	11	11	11	0.000	0.259
J02459.1	17198	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	17203	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	17209	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	17218	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	17223	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	17233	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	17241	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	17244	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	17247	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	17252	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	17265	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	17268	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	17282	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	17298	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	17307	+	CG	0.000	9.00	0	9	9	9	0.000	0.299
J02459.1	17312	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	17322	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	17325	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	17339	+	CG	0.000	7.00	0	7	7	7	0.000	0.354
J02459.1	17354	+	CG	0.000	7.00	0	7	7	7	0.000	0.354
J02459.1	17357	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	17363	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	17379	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	17400	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	17420	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	17422	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	17435	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	17451	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
